price,location,ad_url
"₡300,000",Ciudad Curridabat,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apartamento-en-condominio-el-corral-torre-a-curridabat-excelente-precio/28196976?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Mercedes,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apto-cerca-cafe-britt-mercedes-norte/28165154?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡210,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/studio-apartamento/28098639?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000
-9%",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-estudio-en-guadalupe-el-alto/28040733?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000
-54%",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-para-adultos-desamparados-calle-fallas/25391778?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",San Rafael,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-para-familia-pequena-en-san-rafael-de-heredia/28026389?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000
-7%",San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-san-pedro-centro/24722449?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡300,000
-5%",Piedades,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquilan-apartamentos-en-piedades-de-santa-ana-excelente-ubicacion/28042279?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",Barrio Escalante,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-de-1-habitacion-en-complejo-en-barrio-escalante/28284320?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/sa-97-se-alquila-lindo-apartamento-tipo-estudio-servicios-incluidos/28284116?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$400.00,Piedades,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-tipo-estudio-en-piedades-de-santa-ana/28279818?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Alajuelita,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamentos-dos-habitaciones-para-estrenar-alajuelita/28279520?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-con-servicios-san-rafael-de-escazu-x-paco/28279025?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡300,000",Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-bello-horizonte-con-agua-luz-y-seguridad/28278900?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento/28277378?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-ideal-para-una-persona-en-zona-tranquila/28274542?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Alajuelita,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apartamento/28273001?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡265,000",San Rafael,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/precioso-apartamento-de-dos-plantas/28245177?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡240,000",Hatillo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-hatillo-2-por-iglesia-maria-reina-por-iglesia-metodista-etc/28269092?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2497/28266820?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2917/28266813?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$425.00,Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2804/28266805?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",La Trinidad,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-vazquez-de-coronado/28265358?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-lindo-y-comodo-apartamento-cerca-final-boulevard-rohrmoser-santa-catalina-no-cochera/28261386?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Pozos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-espectacular-apartamento-tipo-estudio-santa-ana-pozos-cerca-de-lindora/28261383?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡215,000",San Francisco,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento/28167089?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Zapote,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-barrio-cordoba-en-primer-nivel-zapote/28258543?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$400.00,Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-departamento-estudio-independiente-400-dolares-35m2/28256587?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",Carmen,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apartamento-en-barrio-otoya-san-jose/28256585?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Guadalupe,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-para-estudiantes/28254536?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",San Francisco de Dos Ríos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-san-fco-de-dos-rios/28254441?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",Ciudad Curridabat,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-alquiler-en-curridabat/28254395?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡275,000",Guadalupe,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-guadalupe-condominio-las-magnolias/28245376?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡225,000",Uruca,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-la-uruca/28251697?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Calle Blancos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-calle-blancos-sin-mascotas/28250590?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Pozos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-espectacular-apartamento-tipo-estudio-santa-ana-pozos-cerca-lindora/28247636?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-lindo-y-comodo-apartamento-final-boulevard-rohrmoser-santa-catalina-no-estacionamiento/28247633?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-desamparados-recien-pintado-para-hogar-u-oficina/28247465?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000
-4%",San Vicente,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/moravia-centro-50mts-oeste-y-50mts-sur-del-liceo-de-moravia/25601034?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Pavas,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-pavas-super-precio/25565378?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",San Sebastián,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-para-alquilar/28245291?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2497/28244545?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡210,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/desamparados-centro-apto-de-1-dormitorio-persona-sola-o-pareja-sin-hijos-no-mascotas/28237419?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Pavas,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-pavas-super-precio/28240171?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Pavas,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-pavas-cercano-al-pali/28237999?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡290,000",San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-montes-de-oca-san-pedro-2-hab/28237936?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$475.00,Mata Redonda,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-tipo-estudio-en-sabana-este-por-gimnasio-nacional-torre-universal-etc/28237193?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-amueblado-en-san-pedro-de-montes-de-oca-san-jose/28236132?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡265,000",Sabanilla,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/sa-02-apartamento-en-excelente-precio-2-habitaciones-agua-incluida/28226988?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡275,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-servicios-incluidos-en-san-pablo-de-heredia/28226415?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",San Francisco de Dos Ríos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-san-francisco-de-dos-rios/28225408?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Mata Redonda,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquilan-habitaciones-a-la-par-de-ucimed/27895794?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡210,000",Calle Blancos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-montelimar/28095014?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡285,000",Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartmento-muy-seguro-y-centrico/28214581?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Calle Blancos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-calle-blanco/28214539?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$425.00,Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2804/28212208?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2730/28212204?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$425.00,Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2804/28212203?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡295,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apartamento-en-san-rafael-de-heredia-maximo-2-personas/28205035?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Hospital,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-alquiler-en-barrio-cuba-san-jose-p076/28198423?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$480.00,Piedades,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-tipo-estudio/28197472?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",Tibás,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/sa-113-amplio-apartamento-muy-seguro-muy-iluminado-excelente-precio/28184439?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡215,000
-10%",San José Capital,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-segundo-piso-dos-habitaciones-san-jose/28179368?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/estudio-en-rohrmoser/28167547?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Vázquez de Coronado,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apto-en-condominio-en-san-antonio-de-coronado-para-informacion-enviar-un-whatsapp/28164735?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-tipo-estudio-en-san-rafael-abajo-de-desamparados/28161184?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-amueblado-con-servicios-en-santa-ana-cod-2730/28159125?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡300,000",Santa Bárbara,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/tranquila-casa-a-20min-de-heredia-y-alajuela/28155006?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$400.00,Pozos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-estudio-con-una-excelente-ubicacion/28152383?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"$400.00
-7%",San Rafael,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-escazu-serv-incluidos/28150121?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",San Sebastián,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apto/28149992?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡285,000",Colón,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-amueblado-rodeado-de-arboles-el-rodeo-ciudad-colon-dos-dormitorios-dos-parking/28149291?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡225,000",Catedral,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/studio/15314927?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$500.00,Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/estudio-semi-amueblado-san-antonio-de-escazu/28145822?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡295,000",San Rafael,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-renta-lindo-apartamento-en-san-rafael-de-heredia/28143849?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Curridabat,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/lourdes-de-montes-de-oca/28141423?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡255,000",Sabanilla,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-de-1-hab-en-condominio-montes-de-oca/28140974?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
